0,1,2,3,4,5
-0.4989414387814251,0.8123867245181837,0.7276689962293913,-0.8257414312657311,0.32813489824187636,-0.35577181326898416
0.3112721106381788,0.5199498261523509,-0.10084848917591221,0.8523819487366906,0.06684677000063861,0.0726119533326462
0.5027031183187594,-1.7026950976365531,-0.7528198861806918,0.9804703302223271,0.8024531896867869,0.35716900739433277
0.6107148412139025,0.9007863706475209,-0.2940885499834452,-0.2850443925712919,0.6130938803926831,0.9716178067721312
-0.5413446638978918,-0.10487973625104569,-1.6186196000285358,-0.04800773190665936,-0.47762519361501293,0.872429459287045
-0.5324362574967989,0.7992250736509776,0.9027644133613952,-0.0017794089636359867,1.1776715994513856,0.2994463720119829
-0.531375245088492,0.44025790924451114,-1.4181614206921256,-0.5550918643515671,-0.6237824774761773,-1.0026266495951668
0.45230138587556723,1.2971738396886192,0.7871432592545162,-1.1882299540812227,-0.25738334632775167,0.46647066132486764
-0.26093582138764904,0.48436066459224847,0.13193581848898464,-0.5039962861403691,0.2348254253917372,0.5572351907637508
0.14001013061630488,0.07647015394491145,-1.8340981296482013,0.736290806682958,-0.22855855609249934,0.7297890839273776
