0,1,2,3,4,5
-0.3199354204669276,-0.5839052240132693,0.08237301666892755,-0.39698976223951626,-0.5247064526303739,-0.7058761717329478
0.03797528242290262,0.3202182706517128,0.19677195206155157,-0.00350627177076783,0.4967459094322473,0.3997942899216854
0.15285619388783384,0.44847809581051984,1.3064415502806366,-0.09438584987505352,0.41295849182262495,-0.17727373181401862
0.006184189060459728,1.5565262217396192,-0.5609659508324594,-0.3573884789428785,0.5879173151813254,1.754782787831148
0.08986841120661185,0.14921403364356361,-0.9328736892908029,-0.3509726044527123,0.8986472254434671,1.612321498172567
-0.2614298986388561,-0.19271886474197283,0.03504566797484365,0.96721524687527,0.09899854000349786,0.27409848916308066
0.43788349810710775,0.5855738638024907,-0.380754127684668,-0.5547541604507018,0.34089152634012493,0.21541150502580134
0.23269835511915873,-1.1078920188885073,-0.4553852120895325,0.6426445636045508,-1.120964658169641,-1.305737254779179
-0.8564857739271157,-0.3015931675187055,-0.5794490322646644,-0.7931677592194484,0.66380355898941,1.0748099781516187
0.11090210170936693,1.504657378651118,0.7116777382487824,-1.806554600575807,-0.14183542788382741,0.31925429490957324
