0,1,2
-0.19965067304161901,-0.549006453812338,-0.21790135055574555
-0.3914351172307078,-0.8392244471590778,-0.3094322656929683
-0.5034806471507343,-0.5415967559985456,-0.7134527740828981
-0.4556962622295375,-0.6505020696101238,-0.7083896291661281
-0.15964133665041091,-0.6560298332886315,-0.6405805468729598
-0.2578098093426252,-0.7063268510813483,-0.7463117020206282
-0.7355196254791255,-0.36691841610225906,-0.6508221813632084
-0.5614408553326653,-0.6396117688163664,-0.3342003035466571
-0.2565529033017286,-0.31100803863578463,-0.609030003102292
-0.37985975348835,-0.2923791928635528,-0.625863153672222
-0.5176089598421815,-0.6630006469583193,-0.7462967986779407
-0.4131355932616688,-0.6934906320224157,-0.5122263749609947
-0.4817747422360084,-0.39595618952559264,-0.5596963676151803
-0.518649444599754,-0.4572742476439818,-0.7173327242787011
-0.30846351152901075,-0.5681836112367794,-0.49577393443473206
-0.21194362916454046,-0.8279754903497282,-0.46478877814861375
-0.4606692602794371,-0.5530798402801586,-0.4829523133095068
-0.28873709106577494,-0.6899946161675526,-0.43207171262425775
-0.34515848405010435,-0.5885466538355697,-0.4769893319672469
-0.37161621624631125,-0.8580309274748262,-0.46164988373593563
-0.47331400048286676,-0.7749212609606692,-0.4479353002059069
-0.4618147061591179,-0.728117105020617,-0.6513292823581257
-0.6398981554648235,-0.5860452079539227,-0.5695258265002762
-0.4269841903783941,-0.628527615308707,-0.4923153002461765
-0.3876992533917364,-0.692429687025188,-0.38511610178974454
-0.3533892664544127,-0.7072925688627613,-0.5252924074637569
-0.5798588826265587,-0.35723101850227806,-0.27655862013929183
-0.4628619477198941,-0.6640159275816704,-0.6644851795221105
-0.4638783848306821,-0.32608028791058064,-0.5532095144571314
-0.4492617778016207,-0.5563328141265881,-0.08250325176164744
-0.2094304838032382,-0.30198264368528893,-0.49424130548957257
-0.6048822347022578,-0.625558971941003,-0.3433788868534274
-0.41800893735906486,-0.4626646728073504,-0.7691969441699958
-0.39615646503252955,-0.6694956638525452,-0.40720088140580835
-0.49184439208133557,-0.48947968889348153,-0.24362114142823643
