0,1,2,3,4,5,6,7,8,9
-0.2268392804994079,-1.4471271042531104,-0.8313464724402568,-0.5376017756952111,-1.1738480408946927,-0.7765270419338988,-0.03291389430976677,-0.9129792200541677,0.49087756864294785,0.5738424122062233
-0.3245774322984566,-0.9200928362519513,-0.5299767004501817,-0.36425142783606124,-0.5553296066274356,-0.3575072406840355,0.14822106044626493,-0.8720164405688907,0.22682446916704527,0.48859511070291933
0.013656026583573427,-0.9863022344177781,-0.537779847591985,-0.6040689355393891,-0.7544195049074004,-0.775272614725783,0.06188170828938222,-0.8783003874956722,0.22080001012438416,0.44419056514097205
-0.18982892377006247,-1.281036518202288,-0.30578953590185104,-0.5325136777118206,-0.8442072068581463,-0.05369510378807024,0.3885924185773095,-1.0241579080248184,0.43694536330944256,0.34744052230152694
-0.10159678227820723,-1.0653309682815029,-0.7360037999331698,-0.621366019229785,-0.7786260907300409,-0.8565237827214804,-0.005187480130885769,-0.6649200031487027,0.2785743549202819,0.6983952614686729
-0.5140561784278875,-1.2151775518804124,-0.6718616009870726,-0.9274095983292128,-0.9257147223562221,-0.19603775890392913,-0.10785074748467571,-1.0061851179128305,0.7054415860174386,0.5519002025081541
-0.2565632742106891,-1.1939630411419355,-0.380904524074652,-0.3979614580879568,-1.0322466441306926,-0.8414558929523438,-0.02140405430486708,-0.9564223163148051,0.5822952029837636,0.23356561601143408
-0.35542451621609983,-1.167039333498259,-0.5029609933249638,-0.6563132459403037,-0.7829812311178627,-0.5053263258698396,0.089592375051051,-0.9210493037709901,0.47867110079671854,0.6554742158585251
-0.446688901935195,-1.5928885635560153,-0.6104935770167036,-0.5202962152396953,-0.9956546360828847,-0.5306772269515203,0.11797796935060079,-1.125040628244056,0.22864840731242064,0.30500636628768135
-0.05646300533108006,-1.550561133926278,-0.47600895180383407,-0.8892978560384772,-1.0407938545009676,-0.36336919538426665,0.1468098586728454,-1.0671309959087742,0.21404619837039246,0.6542016775651289
